Campaign_ID,Campaign_Type,Target_Audience,Duration,Channel_Used,Impressions,Clicks,Leads,Conversions,Revenue,Acquisition_Cost,ROI,Language,Engagement_Score,Customer_Segment,Date
TI-CMP-18793,SEO,Premium Shoppers,14,"YouTube, WhatsApp, Email",61818,7921,4648,3644,2813168,34.01,21.7,Tamil,26.23,Tier 2 City Customers,21-12-2024
TI-CMP-18794,Email,Premium Shoppers,13,"YouTube, Google",64515,7781,3927,2578,912612,74.29,3.77,Tamil,22.14,Working Women,18-02-2025
TI-CMP-18795,Email,Youth,10,Email,29103,1599,462,199,58307,415.34,-0.29,Bengali,7.77,Tier 2 City Customers,16-10-2024
TI-CMP-18796,SEO,Youth,9,"Email, WhatsApp, Facebook",79871,6247,3588,1770,934560,154.6,2.42,Hindi,14.53,College Students,11-04-2025
TI-CMP-18797,Paid Ads,Youth,7,Instagram,52198,2252,1049,343,85064,453.02,-0.45,Tamil,6.98,Tier 2 City Customers,25-03-2025
TI-CMP-18798,Paid Ads,Premium Shoppers,10,YouTube,96447,5402,1174,489,150123,226.85,0.35,Tamil,7.33,Tier 2 City Customers,11-10-2024
TI-CMP-18799,Paid Ads,College Students,28,Instagram,99864,10628,3408,1489,410964,105.22,1.62,Tamil,15.55,Working Women,30-01-2025
TI-CMP-18800,Social Media,Youth,10,"Email, Google, Instagram",47558,2902,1496,999,643356,272.93,1.36,English,11.35,College Students,29-03-2025
TI-CMP-18801,Influencer,College Students,18,"Facebook, Instagram, WhatsApp",55488,8267,3728,1464,1136064,188.66,3.11,Bengali,24.26,Tier 2 City Customers,27-02-2025
TI-CMP-18802,Email,Working Women,5,"Google, YouTube, Email",30436,4414,2204,1005,349740,217.59,0.6,Tamil,25.05,College Students,05-06-2025
TI-CMP-18803,Paid Ads,Youth,30,"Google, Email",82248,5560,1993,1180,605340,189.75,1.7,Hindi,10.62,Youth,12-07-2024
TI-CMP-18804,Email,College Students,27,"WhatsApp, Instagram, Google",34708,4906,1715,684,232560,357.9,-0.05,Hindi,21.05,Premium Shoppers,04-03-2025
TI-CMP-18805,Social Media,Tier 2 City Customers,14,"Instagram, WhatsApp, Google",63603,5706,3111,1708,1009428,110.95,4.33,Bengali,16.55,College Students,12-09-2024
TI-CMP-18806,Social Media,College Students,13,Facebook,22241,565,326,192,91392,297.44,0.6,Hindi,4.87,Premium Shoppers,03-06-2025
TI-CMP-18807,Paid Ads,Premium Shoppers,16,"Google, Email",52036,6262,1452,1127,669438,143.29,3.15,Tamil,16.99,Working Women,12-05-2025
TI-CMP-18808,SEO,Youth,11,Google,27077,3021,789,594,341550,422.98,0.36,Tamil,16.26,Premium Shoppers,14-05-2025
TI-CMP-18809,Social Media,Premium Shoppers,22,YouTube,95409,5503,3106,1532,1221004,118.32,5.74,Bengali,10.63,Premium Shoppers,09-11-2024
TI-CMP-18810,Paid Ads,Youth,5,"Email, Facebook",50647,6078,1791,1151,339545,191.03,0.54,Bengali,17.81,College Students,19-04-2025
TI-CMP-18811,Social Media,Youth,11,Google,70332,8307,2913,1629,974142,56.3,9.62,English,18.27,College Students,10-06-2025
TI-CMP-18812,Social Media,Premium Shoppers,9,Instagram,72269,8776,3032,1420,1123220,210.65,2.76,Tamil,18.3,Premium Shoppers,31-08-2024
TI-CMP-18813,Influencer,Premium Shoppers,26,YouTube,93241,13657,4490,3506,950126,47.57,4.7,Tamil,23.22,Youth,14-04-2025
TI-CMP-18814,Email,Tier 2 City Customers,26,"Email, Facebook",47970,3460,1055,412,163152,485.07,-0.18,English,10.27,Tier 2 City Customers,23-05-2025
TI-CMP-18815,Paid Ads,Tier 2 City Customers,28,Instagram,19341,1450,546,382,145924,293.34,0.3,Tamil,12.3,Youth,20-12-2024
TI-CMP-18816,Paid Ads,Premium Shoppers,11,"YouTube, Facebook, Email",99096,2552,672,417,285645,423.13,0.62,Bengali,3.67,Youth,03-06-2025
TI-CMP-18817,Influencer,Youth,26,"WhatsApp, Email",44032,2261,1258,857,311948,81.92,3.44,Bengali,9.94,Tier 2 City Customers,12-10-2024
TI-CMP-18818,Social Media,Premium Shoppers,30,"Instagram, Facebook",42514,5180,3084,1531,952282,57.84,9.75,English,23.04,Premium Shoppers,11-05-2025
TI-CMP-18819,SEO,Premium Shoppers,17,"Instagram, Email",84824,3021,1536,1117,392067,224.63,0.56,English,6.69,Working Women,07-01-2025
TI-CMP-18820,Influencer,Youth,21,WhatsApp,92398,12058,3366,1019,512557,85.12,4.91,Hindi,17.8,Youth,23-05-2025
TI-CMP-18821,Paid Ads,Premium Shoppers,11,"Facebook, WhatsApp, Email",93447,12171,6249,3379,1473244,85.88,4.08,Tamil,23.33,Premium Shoppers,19-12-2024
TI-CMP-18822,SEO,Youth,18,"Facebook, WhatsApp, Email",98754,3754,2058,801,483804,194.97,2.1,Tamil,6.7,Premium Shoppers,15-12-2024
TI-CMP-18823,Email,Working Women,20,Google,17133,2173,972,776,468704,139.45,3.33,Hindi,22.89,Tier 2 City Customers,01-12-2024
TI-CMP-18824,Email,Working Women,27,Facebook,14196,1785,527,216,94608,1166.52,-0.62,English,17.81,College Students,02-09-2024
TI-CMP-18825,Influencer,Working Women,19,YouTube,15024,994,430,280,111160,1001.73,-0.6,Hindi,11.34,Tier 2 City Customers,04-09-2024
TI-CMP-18826,SEO,Youth,20,Facebook,36831,3820,1430,657,376461,266.31,1.15,Bengali,16.04,Youth,21-08-2024
TI-CMP-18827,Paid Ads,College Students,16,"Google, Email, Instagram",97941,4366,2183,1650,415800,119.57,1.11,Hindi,8.37,Working Women,02-01-2025
TI-CMP-18828,Social Media,College Students,10,Facebook,97591,14410,3737,2697,965526,63.11,4.67,Tamil,21.36,College Students,10-11-2024
TI-CMP-18829,Paid Ads,Tier 2 City Customers,24,"Google, Email",10109,1049,290,159,38319,895.23,-0.73,Tamil,14.82,Premium Shoppers,15-12-2024
TI-CMP-18830,Paid Ads,Tier 2 City Customers,27,YouTube,85962,9697,2978,2011,1512272,34.65,20.7,Bengali,17.08,Youth,17-04-2025
TI-CMP-18831,Email,Tier 2 City Customers,16,Instagram,82658,3097,959,489,314916,225.02,1.86,English,5.5,Tier 2 City Customers,06-06-2025
TI-CMP-18832,SEO,College Students,27,"Instagram, Email",16712,2180,1009,748,166056,360.1,-0.38,Tamil,23.56,Working Women,23-10-2024
TI-CMP-18833,Email,Working Women,29,"WhatsApp, Email, YouTube",50902,5952,3486,1597,1017289,182.86,2.48,Hindi,21.68,Working Women,09-10-2024
TI-CMP-18834,Influencer,Working Women,13,"Facebook, WhatsApp, Email",81681,7526,2796,2159,1565275,92.68,6.82,Bengali,15.28,College Students,12-01-2025
TI-CMP-18835,Email,Youth,15,"YouTube, WhatsApp",22241,3145,967,596,371904,144.45,3.32,Hindi,21.17,Working Women,02-04-2025
TI-CMP-18836,Paid Ads,Youth,13,"Google, Email",82558,8928,4031,1432,452512,104.55,2.02,Hindi,17.43,Tier 2 City Customers,09-07-2024
TI-CMP-18837,Paid Ads,Youth,12,"Instagram, WhatsApp, Facebook",89771,11926,6505,4934,3458734,18.41,37.08,Bengali,26.03,College Students,27-04-2025
TI-CMP-18838,SEO,Premium Shoppers,24,YouTube,75952,10909,6362,4882,3729848,32.27,22.67,English,29.17,Tier 2 City Customers,01-03-2025
TI-CMP-18839,Influencer,College Students,5,"Email, YouTube",66900,5156,2755,1820,1077440,111.54,4.31,Bengali,14.55,College Students,23-11-2024
TI-CMP-18840,Influencer,Tier 2 City Customers,21,WhatsApp,20883,3045,707,388,79540,152.65,0.34,English,19.82,Working Women,16-11-2024
TI-CMP-18841,Paid Ads,Tier 2 City Customers,18,"YouTube, Google",91354,1941,655,391,116909,643.72,-0.54,English,3.27,Youth,31-08-2024
TI-CMP-18842,Email,Premium Shoppers,10,"Facebook, Instagram, WhatsApp",29718,1631,751,271,77777,301.34,-0.05,Tamil,8.93,Working Women,07-11-2024
TI-CMP-18843,Influencer,College Students,10,"Facebook, Instagram, Email",81053,10448,5661,2990,732550,24.42,9.03,English,23.56,College Students,13-10-2024
TI-CMP-18844,SEO,College Students,15,"Instagram, WhatsApp, Facebook",48738,3153,1291,571,159880,172.41,0.62,Bengali,10.29,Working Women,04-06-2025
TI-CMP-18845,Email,College Students,10,Email,97891,3817,1668,556,303576,219.08,1.49,English,6.17,College Students,23-10-2024
TI-CMP-18846,Influencer,Working Women,28,"Google, WhatsApp",65355,8515,4933,3134,999746,90.68,2.52,Hindi,25.37,Premium Shoppers,19-03-2025
TI-CMP-18847,Influencer,Working Women,25,WhatsApp,65089,6801,3599,1143,364617,207.65,0.54,English,17.73,Tier 2 City Customers,20-08-2024
TI-CMP-18848,Social Media,Premium Shoppers,21,"Email, Instagram, Facebook",12682,1074,264,98,52038,696.08,-0.24,Bengali,11.32,Working Women,09-11-2024
TI-CMP-18849,Email,Youth,19,"YouTube, WhatsApp",52212,5675,1851,651,294903,138.16,2.28,Bengali,15.66,Tier 2 City Customers,07-02-2025
TI-CMP-18850,Email,Tier 2 City Customers,16,"WhatsApp, Facebook",63507,6576,1328,680,187680,106.18,1.6,Tamil,13.52,Premium Shoppers,28-04-2025
TI-CMP-18851,Social Media,Youth,24,"Email, Facebook, Instagram",15127,625,125,69,52095,3807.62,-0.8,Hindi,5.41,Youth,13-01-2025
TI-CMP-18852,Email,Tier 2 City Customers,12,"Instagram, YouTube",93353,4610,1283,703,283309,245.3,0.64,Tamil,7.07,College Students,17-11-2024
TI-CMP-18853,Email,Premium Shoppers,24,"YouTube, Email, Google",90748,12962,5594,2382,1345830,85.61,5.6,English,23.07,Youth,09-12-2024
TI-CMP-18854,SEO,College Students,12,Google,60432,2291,1131,652,217768,372.61,-0.1,Hindi,6.74,Working Women,17-10-2024
TI-CMP-18855,Email,College Students,22,YouTube,30933,1332,567,446,347434,586.58,0.33,Hindi,7.58,Youth,13-04-2025
TI-CMP-18856,SEO,Youth,11,"YouTube, Google, WhatsApp",35991,4318,1968,905,403630,85.22,4.23,English,19.98,College Students,18-06-2025
TI-CMP-18857,SEO,Tier 2 City Customers,15,"WhatsApp, Google",67316,7520,4244,1980,1506780,137.52,4.53,English,20.42,Working Women,15-09-2024
TI-CMP-18858,Paid Ads,College Students,8,"Email, Instagram, YouTube",47342,964,321,174,66120,1365.76,-0.72,Bengali,3.08,Premium Shoppers,01-08-2024
TI-CMP-18859,Paid Ads,Working Women,28,Facebook,69320,5644,1184,708,422676,126.83,3.71,English,10.87,Youth,19-07-2024
TI-CMP-18860,Influencer,Tier 2 City Customers,30,"YouTube, Facebook, Email",62539,6802,3977,1389,648663,159.52,1.93,English,19.46,College Students,01-11-2024
TI-CMP-18861,SEO,Tier 2 City Customers,27,"Email, YouTube, Instagram",62302,4012,1753,533,147108,213.19,0.29,Hindi,10.11,Premium Shoppers,10-12-2024
TI-CMP-18862,Social Media,Working Women,8,"Google, YouTube",40451,3693,1380,558,323082,366.6,0.58,Hindi,13.92,College Students,28-05-2025
TI-CMP-18863,Paid Ads,Tier 2 City Customers,10,"Facebook, Instagram",35026,2390,694,212,90100,406.38,0.05,English,9.41,Working Women,06-03-2025
TI-CMP-18864,Email,Premium Shoppers,17,"YouTube, WhatsApp",12861,1086,554,175,66675,1568.51,-0.76,Bengali,14.11,Youth,16-11-2024
TI-CMP-18865,SEO,College Students,5,"Google, WhatsApp, Facebook",82414,3528,1588,1019,766288,81.45,8.23,Bengali,7.44,Premium Shoppers,04-02-2025
TI-CMP-18866,Influencer,Premium Shoppers,14,"Facebook, WhatsApp, Google",55010,8218,1686,750,433500,186.1,2.11,Tamil,19.37,Working Women,21-05-2025
TI-CMP-18867,Social Media,Tier 2 City Customers,7,"WhatsApp, Email, Google",75535,3238,1737,1173,774180,51.42,11.83,Tamil,8.14,Youth,19-06-2025
TI-CMP-18868,Influencer,College Students,5,Email,46645,6593,1767,1181,627111,174.96,2.04,Bengali,20.45,College Students,15-08-2024
TI-CMP-18869,Social Media,College Students,22,YouTube,44643,3431,745,324,240084,662.09,0.12,Tamil,10.08,Tier 2 City Customers,21-12-2024
TI-CMP-18870,SEO,Premium Shoppers,6,"YouTube, Google",96864,8945,2204,1050,229950,266.66,-0.18,Hindi,12.59,Premium Shoppers,01-12-2024
TI-CMP-18871,SEO,Youth,5,WhatsApp,78899,8081,3891,2916,2163672,95.39,6.78,Tamil,18.87,Tier 2 City Customers,10-05-2025
TI-CMP-18872,Influencer,College Students,26,"Email, Facebook, YouTube",62367,2305,1268,499,162175,188.15,0.73,Tamil,6.53,College Students,28-10-2024
TI-CMP-18873,Email,Working Women,8,"Email, Google",74896,6316,1706,1153,500402,232.54,0.87,Hindi,12.25,College Students,18-03-2025
TI-CMP-18874,Influencer,Working Women,20,"YouTube, Facebook, Google",44230,2593,1079,692,310016,207.22,1.16,Tamil,9.87,Working Women,03-11-2024
TI-CMP-18875,Paid Ads,Working Women,28,"Google, Email, Instagram",33982,1144,643,330,260040,777.51,0.01,Hindi,6.23,Tier 2 City Customers,07-07-2024
TI-CMP-18876,Email,College Students,15,"Instagram, Email",21793,2237,1125,625,288125,353.64,0.3,English,18.29,Tier 2 City Customers,25-11-2024
TI-CMP-18877,Influencer,Premium Shoppers,9,"WhatsApp, Instagram",71126,6633,1457,963,678915,172.35,3.09,Tamil,12.73,College Students,05-01-2025
TI-CMP-18878,Social Media,Tier 2 City Customers,27,Email,17401,995,551,173,128020,1031.24,-0.28,Tamil,9.88,College Students,02-09-2024
TI-CMP-18879,Social Media,College Students,21,"Google, Email",77887,7947,4266,3206,2388470,51.03,13.6,Bengali,19.8,College Students,21-04-2025
TI-CMP-18880,SEO,College Students,16,"Email, Google",66808,5243,2103,1084,743624,256.41,1.68,English,12.62,Premium Shoppers,01-08-2024
TI-CMP-18881,Social Media,Youth,16,"YouTube, Email, Instagram",75586,6863,2983,1192,604344,198.75,1.55,Bengali,14.6,Premium Shoppers,23-12-2024
TI-CMP-18882,SEO,Youth,18,"Instagram, WhatsApp, YouTube",31607,2263,463,315,82215,846.8,-0.69,Tamil,9.62,College Students,08-04-2025
TI-CMP-18883,Influencer,Working Women,25,"WhatsApp, Facebook",60403,3630,1268,449,358302,233.88,2.41,Bengali,8.85,Premium Shoppers,30-03-2025
TI-CMP-18884,Social Media,Working Women,21,"Google, YouTube, Email",74696,6804,3028,1536,969216,52.83,10.94,Hindi,15.22,Premium Shoppers,07-01-2025
TI-CMP-18885,Social Media,Premium Shoppers,28,"Facebook, Email, WhatsApp",31278,2197,955,378,292194,750.55,0.03,Hindi,11.29,Premium Shoppers,16-03-2025
TI-CMP-18886,Email,College Students,12,"Email, Google, Facebook",67683,4353,1729,919,341868,290.86,0.28,Hindi,10.34,Youth,08-07-2024
TI-CMP-18887,Influencer,Tier 2 City Customers,15,Google,59575,7552,4006,2671,1786899,63.47,9.54,Tamil,23.88,Tier 2 City Customers,18-02-2025
TI-CMP-18888,Email,Working Women,24,"Email, YouTube",95991,13044,6868,4601,3676199,52.54,14.21,Hindi,25.54,Working Women,30-08-2024
TI-CMP-18889,SEO,Working Women,27,"Google, WhatsApp",23669,1218,717,382,165024,671.56,-0.36,Tamil,9.79,Working Women,31-07-2024
TI-CMP-18890,Influencer,Working Women,28,WhatsApp,35737,1318,398,190,126730,345.17,0.93,English,5.33,College Students,27-09-2024
TI-CMP-18891,SEO,Youth,22,"WhatsApp, Facebook",68593,6686,2155,917,234752,164.44,0.56,Bengali,14.23,Premium Shoppers,27-08-2024
TI-CMP-18892,Email,College Students,23,Email,97409,2341,936,698,209400,187.64,0.6,English,4.08,Youth,16-10-2024
TI-CMP-18893,Email,Working Women,8,"Email, WhatsApp, Instagram",63035,5192,2471,1339,530244,103.75,2.82,English,14.28,Tier 2 City Customers,20-06-2025
TI-CMP-18894,Email,College Students,14,Facebook,71017,5570,2323,1663,1233946,104.93,6.07,Bengali,13.46,College Students,24-03-2025
TI-CMP-18895,Influencer,Tier 2 City Customers,24,"Email, Facebook, Instagram",58315,6568,1698,513,390393,413.23,0.84,Hindi,15.05,Premium Shoppers,13-12-2024
TI-CMP-18896,Social Media,Working Women,20,Facebook,45862,2005,568,284,125528,817.19,-0.46,English,6.23,Tier 2 City Customers,17-11-2024
TI-CMP-18897,Email,Tier 2 City Customers,30,"Email, Facebook",76549,2612,1313,658,165816,95.15,1.65,Bengali,5.99,Premium Shoppers,23-02-2025
TI-CMP-18898,Social Media,Youth,12,Google,49979,3975,1272,515,388825,394.82,0.91,English,11.53,Youth,02-05-2025
TI-CMP-18899,Email,College Students,6,Facebook,89766,3052,1349,950,431300,176.57,1.57,Bengali,5.96,Premium Shoppers,15-03-2025
TI-CMP-18900,Email,Premium Shoppers,7,"Facebook, Email, Google",25386,938,224,127,66548,679.42,-0.23,Tamil,5.08,Premium Shoppers,26-01-2025
TI-CMP-18901,SEO,College Students,23,Instagram,67357,2243,600,274,109052,662.96,-0.4,English,4.63,College Students,13-07-2024
TI-CMP-18902,Paid Ads,Premium Shoppers,12,"WhatsApp, Facebook, Email",87433,3414,1693,1256,531288,210.89,1.01,Tamil,7.28,Premium Shoppers,22-02-2025
TI-CMP-18903,Influencer,College Students,18,"WhatsApp, Google",52250,4563,1635,1236,938124,91.21,7.32,Hindi,14.23,Working Women,25-01-2025
TI-CMP-18904,Influencer,Premium Shoppers,15,"Facebook, Google",78364,4928,2325,1581,732003,165.5,1.8,Tamil,11.27,Premium Shoppers,27-04-2025
TI-CMP-18905,Social Media,Youth,20,"Facebook, Email",68192,1953,965,580,446600,288.92,1.67,Bengali,5.13,Premium Shoppers,04-04-2025
TI-CMP-18906,Email,Tier 2 City Customers,12,"Instagram, Google, YouTube",96465,6857,2226,860,471280,78.52,5.98,Tamil,10.31,College Students,19-07-2024
TI-CMP-18907,Paid Ads,Premium Shoppers,7,"Instagram, Google, Email",94224,3257,1335,915,412665,97.83,3.61,Bengali,5.84,College Students,12-10-2024
TI-CMP-18908,Paid Ads,Tier 2 City Customers,5,Google,93972,8177,2555,1930,459340,52.43,3.54,Bengali,13.47,Youth,06-06-2025
TI-CMP-18909,Email,Youth,8,"WhatsApp, YouTube",82495,2215,598,218,110308,438.82,0.15,Tamil,3.67,Tier 2 City Customers,17-09-2024
TI-CMP-18910,Social Media,Working Women,25,Email,68379,7935,1812,1055,525390,193.87,1.57,Hindi,15.8,College Students,27-03-2025
TI-CMP-18911,SEO,College Students,26,Google,82861,3512,1532,631,442331,290.01,1.42,Tamil,6.85,College Students,20-01-2025
TI-CMP-18912,Email,Tier 2 City Customers,13,Facebook,27977,3798,841,337,204559,639.82,-0.05,English,17.79,Youth,11-06-2025
TI-CMP-18913,SEO,Premium Shoppers,17,Email,11803,1282,633,213,61983,395.64,-0.26,Bengali,18.03,Youth,22-12-2024
TI-CMP-18914,Social Media,College Students,15,"Google, WhatsApp, Email",46961,4093,1931,1416,283200,74.94,1.67,Hindi,15.84,College Students,05-02-2025
TI-CMP-18915,Social Media,Tier 2 City Customers,29,Facebook,60352,4693,2630,1002,503004,150.64,2.33,Hindi,13.79,Working Women,17-07-2024
TI-CMP-18916,SEO,Tier 2 City Customers,13,"Email, Google, WhatsApp",48909,1982,907,406,175392,227.07,0.9,English,6.74,Premium Shoppers,19-03-2025
TI-CMP-18917,Email,Youth,27,Facebook,59826,8813,3974,1217,412563,243.59,0.39,Tamil,23.41,Working Women,12-08-2024
TI-CMP-18918,Social Media,Tier 2 City Customers,12,"Instagram, Facebook",32219,4685,2142,850,629850,238.22,2.11,Bengali,23.83,Working Women,18-05-2025
TI-CMP-18919,SEO,College Students,15,Instagram,32920,2189,1218,537,270111,513.03,-0.02,English,11.98,Youth,16-04-2025
TI-CMP-18920,Social Media,Tier 2 City Customers,20,"WhatsApp, Google, YouTube",98874,3672,1837,797,578622,126.01,4.76,Bengali,6.38,Youth,29-03-2025
TI-CMP-18921,Email,College Students,8,Email,45093,3895,2261,1222,491244,111.17,2.62,Tamil,16.36,Youth,23-12-2024
TI-CMP-18922,Email,College Students,27,"YouTube, WhatsApp",93459,11444,6350,2114,553868,70.53,2.71,Bengali,21.3,Youth,12-11-2024
TI-CMP-18923,Email,Premium Shoppers,18,"YouTube, Google, Facebook",31064,2517,726,422,315234,357.69,1.09,English,11.8,Working Women,08-09-2024
TI-CMP-18924,Social Media,Working Women,10,Google,17578,2206,1072,751,446845,293.41,1.03,Hindi,22.92,College Students,04-05-2025
TI-CMP-18925,Influencer,Youth,20,"WhatsApp, Email",43370,4070,2402,1031,619631,219.86,1.73,Hindi,17.3,Youth,20-04-2025
TI-CMP-18926,SEO,Youth,29,"Email, Google, Facebook",26553,2295,786,586,260770,244.89,0.82,Tamil,13.81,Working Women,29-09-2024
TI-CMP-18927,Influencer,Tier 2 City Customers,13,YouTube,28925,963,399,243,81891,644.71,-0.48,English,5.55,Youth,07-01-2025
TI-CMP-18928,Influencer,Working Women,16,"Instagram, WhatsApp",21954,1713,348,178,121752,413.33,0.65,Tamil,10.2,Premium Shoppers,25-04-2025
TI-CMP-18929,Email,Premium Shoppers,19,Instagram,51137,2819,987,786,169776,203.75,0.06,Hindi,8.98,College Students,20-11-2024
TI-CMP-18930,Paid Ads,Working Women,11,"Email, YouTube",68037,9684,4789,3534,2244090,18.78,32.8,English,26.47,Youth,05-04-2025
TI-CMP-18931,Social Media,Youth,27,Instagram,85090,2341,685,375,245250,281.58,1.32,Tamil,4,College Students,07-09-2024
TI-CMP-18932,Paid Ads,Premium Shoppers,24,YouTube,15935,2265,1047,355,148035,307.55,0.36,Tamil,23.01,Youth,19-09-2024
TI-CMP-18933,Email,Youth,5,Google,12585,1488,630,418,309320,378.52,0.95,Bengali,20.15,College Students,13-04-2025
TI-CMP-18934,Social Media,Working Women,28,"WhatsApp, Email, YouTube",26330,1262,538,296,66304,262.14,-0.15,English,7.96,College Students,24-01-2025
TI-CMP-18935,Social Media,Premium Shoppers,10,"Google, WhatsApp, Facebook",17325,355,143,106,32648,2607.09,-0.88,English,3.49,College Students,08-08-2024
TI-CMP-18936,SEO,Premium Shoppers,28,WhatsApp,39911,3772,889,504,186480,587.29,-0.37,Bengali,12.94,Youth,30-08-2024
TI-CMP-18937,Paid Ads,Premium Shoppers,29,"Google, Instagram, Facebook",94110,7642,2778,1659,517608,91.84,2.4,Hindi,12.83,Youth,04-03-2025
TI-CMP-18938,Social Media,Working Women,24,Facebook,58622,2428,1378,458,192818,132.96,2.17,Hindi,7.27,Working Women,18-01-2025
TI-CMP-18939,Influencer,Youth,16,"Email, Google",32273,2860,1496,696,528264,355.67,1.13,English,15.65,Working Women,17-03-2025
TI-CMP-18940,Email,Youth,10,YouTube,18050,2484,725,301,89096,585.35,-0.49,Tamil,19.45,College Students,29-04-2025
TI-CMP-18941,Email,Tier 2 City Customers,28,"Google, Email",83148,11645,6759,4488,2266440,45.16,10.18,English,27.53,Premium Shoppers,15-03-2025
TI-CMP-18942,Email,College Students,16,Facebook,34409,1306,377,130,34190,987.6,-0.73,Bengali,5.27,College Students,11-12-2024
TI-CMP-18943,Social Media,Tier 2 City Customers,25,"WhatsApp, Google",69917,6362,2391,993,565017,66.35,7.58,Bengali,13.94,College Students,03-05-2025
TI-CMP-18944,Influencer,College Students,25,"Instagram, YouTube",54926,7667,2361,1855,959035,99.69,4.19,Tamil,21.63,Premium Shoppers,17-10-2024
TI-CMP-18945,Influencer,Working Women,11,"Google, Instagram, YouTube",58128,7517,4250,2699,1886601,103.7,5.74,Bengali,24.89,Youth,17-09-2024
TI-CMP-18946,Paid Ads,Working Women,10,"Instagram, WhatsApp",70435,9655,2349,1087,334796,230.62,0.34,Bengali,18.59,Working Women,30-09-2024
TI-CMP-18947,Influencer,Tier 2 City Customers,16,"Email, WhatsApp, Google",21009,1383,305,113,74354,1884.73,-0.65,English,8.57,Premium Shoppers,03-11-2024
TI-CMP-18948,Influencer,College Students,14,WhatsApp,46173,5191,1203,765,216495,105.54,1.68,Bengali,15.5,Tier 2 City Customers,22-04-2025
TI-CMP-18949,Paid Ads,Working Women,26,"Instagram, Email, Google",74789,3834,1195,445,338645,356.06,1.14,Bengali,7.32,College Students,23-05-2025
TI-CMP-18950,SEO,Tier 2 City Customers,8,"Instagram, Email, Google",52512,6467,1741,792,212256,266.9,0,Tamil,17.14,Premium Shoppers,27-07-2024
TI-CMP-18951,Email,Youth,17,"YouTube, Email",20816,1097,489,317,128702,229.8,0.77,English,9.14,Youth,04-07-2024
TI-CMP-18952,Paid Ads,Youth,30,Google,39496,3523,2039,739,343635,95.09,3.89,Hindi,15.95,Youth,13-09-2024
TI-CMP-18953,Influencer,Tier 2 City Customers,14,"Instagram, Facebook, WhatsApp",40551,4579,2601,1788,1303452,164.38,3.43,Bengali,22.12,Tier 2 City Customers,05-08-2024
TI-CMP-18954,SEO,Youth,11,WhatsApp,48391,5306,2336,1477,643972,38.21,10.41,Hindi,18.84,Tier 2 City Customers,17-04-2025
TI-CMP-18955,Social Media,Premium Shoppers,18,"WhatsApp, YouTube",89408,13279,6567,2065,656670,131.85,1.41,Hindi,24.51,College Students,03-07-2024
TI-CMP-18956,Email,Premium Shoppers,9,"Google, WhatsApp",23095,1243,622,460,273240,491.97,0.21,Bengali,10.07,Working Women,16-02-2025
TI-CMP-18957,Email,Premium Shoppers,29,"Email, Facebook, WhatsApp",28047,2748,625,242,127050,517.4,0.01,Tamil,12.89,Premium Shoppers,28-05-2025
TI-CMP-18958,SEO,Working Women,12,"Facebook, YouTube, Google",89448,6429,1412,1128,331632,215.05,0.37,English,10.03,Youth,13-07-2024
TI-CMP-18959,SEO,Youth,27,Email,88702,9458,1973,1523,988427,36.33,16.87,Bengali,14.6,Premium Shoppers,10-04-2025
TI-CMP-18960,Email,Youth,21,WhatsApp,59919,1358,329,246,60762,212.87,0.16,Bengali,3.23,Youth,09-01-2025
TI-CMP-18961,SEO,College Students,7,YouTube,30069,2401,1230,841,432274,173.9,1.96,English,14.87,College Students,15-01-2025
TI-CMP-18962,Social Media,College Students,11,"Email, Instagram, WhatsApp",11616,1497,634,364,185640,767.07,-0.34,Tamil,21.48,Working Women,02-10-2024
TI-CMP-18963,Influencer,Working Women,26,"Instagram, Facebook",85907,2754,1041,598,185380,381.44,-0.19,English,5.11,Premium Shoppers,24-10-2024
TI-CMP-18964,Influencer,Working Women,28,"Instagram, Email, Facebook",57363,3329,1368,1013,259328,230.69,0.11,English,9.95,College Students,12-11-2024
TI-CMP-18965,Influencer,Working Women,7,Email,19904,1300,683,431,224551,265.64,0.96,English,12.13,Youth,14-06-2025
TI-CMP-18966,Social Media,Youth,28,"WhatsApp, Facebook, Instagram",38729,2213,1324,717,467484,384.54,0.7,Hindi,10.98,Youth,21-09-2024
TI-CMP-18967,Email,Working Women,10,"Email, Google",86241,6689,2644,835,315630,297.55,0.27,Tamil,11.79,Youth,20-03-2025
TI-CMP-18968,SEO,Working Women,26,Email,40549,3687,1375,682,481492,75.31,8.37,Hindi,14.17,Youth,17-07-2024
TI-CMP-18969,Social Media,College Students,16,"Google, WhatsApp, Instagram",67583,6385,1416,847,534457,224.59,1.81,English,12.8,Premium Shoppers,09-10-2024
TI-CMP-18970,Social Media,Youth,9,"Instagram, Email, Facebook",46169,3604,1594,523,298110,422.77,0.35,English,12.39,Youth,14-03-2025
TI-CMP-18971,SEO,Tier 2 City Customers,7,"Instagram, WhatsApp",30754,3309,1405,433,268460,262.39,1.36,Hindi,16.74,Working Women,14-06-2025
TI-CMP-18972,Social Media,College Students,30,"Instagram, Email",84496,10709,3734,2055,1119975,139.28,2.91,Bengali,19.53,Youth,05-12-2024
TI-CMP-18973,Email,College Students,12,Facebook,71002,7611,2552,1638,1131858,180.84,2.82,Tamil,16.62,College Students,24-05-2025
