Campaign_ID,Campaign_Type,Target_Audience,Duration,Channel_Used,Impressions,Clicks,Leads,Conversions,Revenue,Acquisition_Cost,ROI,Language,Engagement_Score,Customer_Segment,Date
PU-CMP-8838,Influencer,Youth,25,"WhatsApp, Email, Facebook",74757,8295,4086,3181,1301029,51.51,6.94,Hindi,20.82,Working Women,08-08-2024
PU-CMP-8839,Paid Ads,Youth,10,"WhatsApp, Instagram, Facebook",51680,5181,2727,1994,841468,62.06,5.8,Bengali,19.16,Tier 2 City Customers,04-09-2024
PU-CMP-8840,SEO,Youth,5,YouTube,19826,2347,530,339,84072,762.76,-0.67,Hindi,16.22,College Students,10-02-2025
PU-CMP-8841,Paid Ads,Premium Shoppers,21,"Email, Facebook",67274,9169,4067,1394,797368,142.43,3.02,Tamil,21.75,College Students,02-06-2025
PU-CMP-8842,Social Media,Youth,29,"Email, WhatsApp",68514,9443,3276,1693,1290066,71.51,9.66,English,21.04,Working Women,27-07-2024
PU-CMP-8843,Paid Ads,Working Women,5,"Facebook, Email",35209,3410,1851,870,208800,189.52,0.27,English,17.41,Premium Shoppers,16-05-2025
PU-CMP-8844,Social Media,Working Women,16,"Instagram, WhatsApp, Facebook",26822,1369,708,269,187762,767.51,-0.09,Tamil,8.75,Youth,30-05-2025
PU-CMP-8845,SEO,Working Women,5,"Google, WhatsApp",81793,10112,4509,1417,797771,174.51,2.23,English,19.61,Tier 2 City Customers,09-12-2024
PU-CMP-8846,Paid Ads,Working Women,10,"Instagram, Facebook",30171,3397,1106,714,529788,73.09,9.15,Hindi,17.29,Working Women,02-07-2024
PU-CMP-8847,Paid Ads,College Students,14,YouTube,22101,3240,1442,547,209501,130.06,1.94,Tamil,23.66,College Students,01-03-2025
PU-CMP-8848,Paid Ads,Tier 2 City Customers,18,"Facebook, Google",53371,1662,924,645,293475,208.26,1.18,Hindi,6.05,Tier 2 City Customers,15-02-2025
PU-CMP-8849,Email,Tier 2 City Customers,6,"Instagram, YouTube",90176,10606,3461,1210,346060,109.85,1.6,English,16.94,Premium Shoppers,27-05-2025
PU-CMP-8850,Email,Youth,15,"Facebook, Google, YouTube",22067,2703,1528,821,325116,352.63,0.12,English,22.89,Premium Shoppers,25-12-2024
PU-CMP-8851,Influencer,College Students,17,"WhatsApp, Email, Facebook",77470,4085,1427,655,398895,346.74,0.76,Tamil,7.96,College Students,05-02-2025
PU-CMP-8852,Email,Working Women,15,"Google, Email",53476,5342,1254,978,765774,120.97,5.47,Hindi,14.16,Working Women,27-10-2024
PU-CMP-8853,Influencer,Premium Shoppers,28,"Google, Facebook",36355,3837,1622,763,193802,292.84,-0.13,Tamil,17.11,College Students,18-01-2025
PU-CMP-8854,Paid Ads,Tier 2 City Customers,28,Instagram,14024,390,220,123,82779,1723.25,-0.61,Bengali,5.23,College Students,19-11-2024
PU-CMP-8855,Influencer,Youth,5,Facebook,26574,2747,904,443,161252,436.06,-0.17,Tamil,15.41,College Students,23-12-2024
PU-CMP-8856,Influencer,Tier 2 City Customers,10,"WhatsApp, Facebook, Email",23215,630,277,176,95568,932.9,-0.42,Bengali,4.67,Tier 2 City Customers,11-08-2024
PU-CMP-8857,SEO,Working Women,30,"WhatsApp, YouTube, Facebook",75456,9902,4860,3006,1000998,68.58,3.86,English,23.55,College Students,29-12-2024
PU-CMP-8858,Paid Ads,Youth,17,"Facebook, Email",47960,1846,683,451,264286,627.86,-0.07,Hindi,6.21,Youth,22-08-2024
PU-CMP-8859,Social Media,College Students,8,Facebook,53331,7958,4067,3223,2043382,86.42,6.34,English,28.59,Premium Shoppers,27-10-2024
PU-CMP-8860,Influencer,College Students,21,"Google, WhatsApp, YouTube",15870,909,451,282,173712,674.78,-0.09,Hindi,10.35,Youth,27-07-2024
PU-CMP-8861,Influencer,College Students,26,Google,13253,1758,460,270,183600,703.19,-0.03,Tamil,18.77,Premium Shoppers,12-04-2025
PU-CMP-8862,Social Media,Premium Shoppers,10,"Instagram, WhatsApp, Facebook",55206,3050,1772,553,212352,108.14,2.55,Tamil,9.74,Premium Shoppers,18-03-2025
PU-CMP-8863,Influencer,College Students,23,"YouTube, Google",50222,3855,1637,898,485818,268.5,1.01,Tamil,12.72,Youth,28-11-2024
PU-CMP-8864,Paid Ads,College Students,24,"Facebook, Google, WhatsApp",41869,2377,658,415,181770,646.93,-0.32,Hindi,8.24,Premium Shoppers,09-12-2024
PU-CMP-8865,Email,Youth,7,Facebook,88696,9376,5600,3892,945756,53.69,3.53,Hindi,21.27,Youth,22-06-2025
PU-CMP-8866,Influencer,Youth,16,"Facebook, Instagram",77922,2872,1051,764,380472,181.49,1.74,Bengali,6.01,Tier 2 City Customers,29-10-2024
PU-CMP-8867,Paid Ads,Tier 2 City Customers,29,Google,19757,2256,1321,423,261414,132.64,3.66,Tamil,20.25,Youth,05-10-2024
PU-CMP-8868,Social Media,College Students,25,"Email, Facebook, YouTube",24984,1257,399,302,194488,901.46,-0.29,Hindi,7.84,College Students,09-04-2025
PU-CMP-8869,Social Media,Working Women,20,"Google, Instagram",18311,1693,813,412,304880,566.92,0.31,Hindi,15.94,College Students,21-03-2025
PU-CMP-8870,Social Media,College Students,23,"Facebook, Google, YouTube",21392,1894,833,323,192831,421.89,0.42,Tamil,14.26,Working Women,25-01-2025
PU-CMP-8871,Social Media,Tier 2 City Customers,26,"WhatsApp, Facebook, Google",52051,7472,3664,2256,904656,38.55,9.4,Tamil,25.73,College Students,27-03-2025
PU-CMP-8872,SEO,Premium Shoppers,28,"YouTube, Email, Facebook",88233,2727,697,475,267425,298.43,0.89,Tamil,4.42,College Students,04-11-2024
PU-CMP-8873,SEO,College Students,16,"Instagram, YouTube",35903,5374,2567,1369,401117,86.23,2.4,Hindi,25.93,Premium Shoppers,05-02-2025
PU-CMP-8874,Paid Ads,Premium Shoppers,25,"Google, Instagram",77365,6054,3484,1344,903168,173.46,2.87,Tamil,14.07,Working Women,15-01-2025
PU-CMP-8875,Paid Ads,Youth,29,Instagram,93799,6394,3202,1329,956880,105.12,5.85,Bengali,11.65,Youth,25-10-2024
PU-CMP-8876,Influencer,Youth,26,Google,56418,5919,1222,714,541926,221.6,2.43,Hindi,13.92,Youth,30-08-2024
PU-CMP-8877,Influencer,Premium Shoppers,6,"Email, Instagram",73871,7960,2152,1657,823529,84.25,4.9,English,15.93,College Students,13-09-2024
PU-CMP-8878,Influencer,Youth,9,YouTube,93131,4222,976,586,186348,369.45,-0.14,English,6.21,Youth,12-01-2025
PU-CMP-8879,SEO,Youth,12,"Google, YouTube",91080,11685,6961,2739,1210638,74.47,4.94,Tamil,23.48,Working Women,22-04-2025
PU-CMP-8880,SEO,Tier 2 City Customers,19,"Instagram, YouTube, Email",85886,3385,1326,993,557073,51.95,9.8,Tamil,6.64,Premium Shoppers,11-03-2025
PU-CMP-8881,SEO,Tier 2 City Customers,19,Email,59260,7968,1921,1148,695688,128.16,3.73,Hindi,18.62,Tier 2 City Customers,28-10-2024
PU-CMP-8882,Paid Ads,Working Women,22,"WhatsApp, Email, Facebook",39668,5315,2146,932,358820,279.9,0.38,Hindi,21.16,Premium Shoppers,03-04-2025
PU-CMP-8883,Email,Premium Shoppers,12,Email,98152,3609,852,305,82655,832.8,-0.67,Tamil,4.86,Tier 2 City Customers,24-02-2025
PU-CMP-8884,Email,Working Women,6,"WhatsApp, Facebook, Email",98919,8411,2329,1110,456210,115.93,2.55,Tamil,11.98,Youth,09-10-2024
PU-CMP-8885,Social Media,Premium Shoppers,14,YouTube,92948,11569,3459,2487,1825458,76.67,8.57,English,18.84,Youth,28-03-2025
PU-CMP-8886,Influencer,Working Women,19,"Instagram, YouTube, Facebook",84029,4091,1413,495,148995,279.99,0.08,English,7.14,Youth,26-03-2025
PU-CMP-8887,Email,Premium Shoppers,6,"Email, WhatsApp, YouTube",16242,748,416,321,209292,401.53,0.62,English,9.14,Youth,25-04-2025
PU-CMP-8888,SEO,College Students,6,"Google, Email, YouTube",23740,1525,744,315,151200,443.99,0.08,Hindi,10.88,Tier 2 City Customers,07-10-2024
PU-CMP-8889,SEO,Tier 2 City Customers,18,Instagram,38381,4406,1183,467,179795,397.11,-0.03,English,15.78,College Students,12-03-2025
PU-CMP-8890,Paid Ads,Working Women,22,"Email, Instagram",97091,3971,2376,1616,494496,84.4,2.63,Hindi,8.2,College Students,05-03-2025
PU-CMP-8891,Paid Ads,Youth,24,"Google, WhatsApp, YouTube",40998,992,250,162,37746,445.55,-0.48,Hindi,3.42,Tier 2 City Customers,17-12-2024
PU-CMP-8892,Paid Ads,Premium Shoppers,19,"Email, Instagram, Google",91713,2801,1525,485,210490,120.61,2.6,Hindi,5.25,Youth,16-07-2024
PU-CMP-8893,Influencer,Working Women,18,WhatsApp,31049,3352,1045,499,222554,532.27,-0.16,Tamil,15.77,Tier 2 City Customers,10-11-2024
PU-CMP-8894,Social Media,Working Women,30,"Instagram, Google",64606,2501,1060,742,510496,191.22,2.6,English,6.66,Premium Shoppers,14-10-2024
PU-CMP-8895,Influencer,Tier 2 City Customers,30,"Email, YouTube",23452,2956,1524,662,317760,422,0.14,Hindi,21.93,College Students,04-05-2025
PU-CMP-8896,Influencer,Youth,24,"WhatsApp, Facebook",45592,1312,376,272,130288,456.36,0.05,Tamil,4.3,Working Women,30-12-2024
PU-CMP-8897,Influencer,Tier 2 City Customers,28,Email,70715,3855,1703,998,330338,292.48,0.13,Hindi,9.27,Tier 2 City Customers,08-08-2024
PU-CMP-8898,SEO,Premium Shoppers,26,"Instagram, Google",78454,6269,2155,920,604440,215.94,2.04,English,11.91,Working Women,10-08-2024
PU-CMP-8899,SEO,College Students,30,"Google, WhatsApp",56771,6841,2559,943,428122,244.62,0.86,Hindi,18.22,Working Women,06-07-2024
PU-CMP-8900,SEO,Working Women,28,"Facebook, Email, Instagram",49692,7267,1716,753,173943,354.5,-0.35,Tamil,19.59,Premium Shoppers,08-08-2024
PU-CMP-8901,Social Media,College Students,14,WhatsApp,46741,1408,629,459,301563,303.25,1.17,Tamil,5.34,Working Women,28-10-2024
PU-CMP-8902,SEO,College Students,21,"Google, YouTube, Facebook",34800,2310,1364,566,379786,170.58,2.93,English,12.18,Youth,01-12-2024
PU-CMP-8903,Email,Working Women,27,Email,12007,752,307,170,39780,727.05,-0.68,Bengali,10.24,Premium Shoppers,26-04-2025
PU-CMP-8904,Influencer,College Students,7,"WhatsApp, YouTube",71654,2313,593,408,256632,251.63,1.5,English,4.63,Premium Shoppers,16-06-2025
PU-CMP-8905,SEO,Tier 2 City Customers,15,YouTube,26024,1151,475,156,112476,773.03,-0.07,Hindi,6.85,Tier 2 City Customers,27-07-2024
PU-CMP-8906,SEO,College Students,10,"Email, WhatsApp",97064,3261,1332,705,293280,244.78,0.7,Tamil,5.46,Tier 2 City Customers,14-11-2024
PU-CMP-8907,Email,Working Women,15,Google,91290,9403,3088,1668,797304,130.23,2.67,Bengali,15.51,Tier 2 City Customers,14-03-2025
PU-CMP-8908,Social Media,Youth,30,Facebook,28943,4248,1339,838,427380,94.62,4.39,Bengali,22.2,Tier 2 City Customers,10-11-2024
PU-CMP-8909,Paid Ads,Tier 2 City Customers,5,"Google, Instagram",60808,1521,641,388,284404,646.74,0.13,Tamil,4.19,Tier 2 City Customers,08-09-2024
PU-CMP-8910,Email,Youth,11,Facebook,79283,8539,2874,1232,529760,121.76,2.53,Tamil,15.95,Working Women,12-10-2024
PU-CMP-8911,Paid Ads,Tier 2 City Customers,7,"Facebook, Google",29907,1616,914,670,322940,77.76,5.2,English,10.7,Working Women,19-06-2025
PU-CMP-8912,SEO,Premium Shoppers,22,Google,23234,1630,715,336,197232,780.68,-0.25,Tamil,11.54,Youth,29-10-2024
PU-CMP-8913,Social Media,Working Women,27,"Email, YouTube, WhatsApp",18905,2404,1253,577,260227,340.58,0.32,Hindi,22.4,Working Women,23-10-2024
PU-CMP-8914,Paid Ads,Working Women,24,"Instagram, WhatsApp",61495,3838,1125,355,211935,823.82,-0.28,Hindi,8.65,Working Women,12-09-2024
PU-CMP-8915,Social Media,Premium Shoppers,14,Google,70498,6481,2877,1524,460248,66.23,3.56,Bengali,15.44,Youth,08-07-2024
PU-CMP-8916,Email,College Students,12,"WhatsApp, Google, Facebook",92189,9846,5642,1710,1020870,151.24,2.95,Hindi,18.66,College Students,02-04-2025
PU-CMP-8917,SEO,Youth,28,"YouTube, Facebook, WhatsApp",67985,5676,2836,1449,596988,157.22,1.62,English,14.65,Tier 2 City Customers,18-09-2024
PU-CMP-8918,Social Media,Tier 2 City Customers,14,"YouTube, Email",76158,6078,2035,1317,283155,95.09,1.26,Tamil,12.38,Premium Shoppers,16-03-2025
PU-CMP-8919,Email,Youth,18,Facebook,38505,4399,2274,1435,688800,109.89,3.37,Bengali,21.06,Youth,05-04-2025
PU-CMP-8920,Influencer,Youth,29,"Google, WhatsApp",50966,5629,1584,674,522350,401.08,0.93,Hindi,15.48,College Students,22-12-2024
PU-CMP-8921,Social Media,Youth,8,"WhatsApp, Instagram",56932,5963,3271,2012,1189092,102.68,4.76,Bengali,19.75,College Students,11-02-2025
PU-CMP-8922,SEO,Youth,7,YouTube,35495,3359,1857,687,399147,430.76,0.35,Bengali,16.63,Premium Shoppers,14-03-2025
PU-CMP-8923,Social Media,Premium Shoppers,17,"Email, YouTube, WhatsApp",72215,5853,2649,1022,293314,70.03,3.1,Bengali,13.19,Tier 2 City Customers,25-09-2024
PU-CMP-8924,Social Media,College Students,12,"Instagram, Email, Google",85555,8760,4301,3112,952272,48.31,5.33,Bengali,18.9,Working Women,25-07-2024
PU-CMP-8925,Influencer,College Students,27,"Email, Google, WhatsApp",44294,4150,1389,951,283398,93.45,2.19,English,14.65,Tier 2 City Customers,08-05-2025
PU-CMP-8926,Influencer,Tier 2 City Customers,17,"Google, WhatsApp",40055,4674,2354,1560,499200,91.24,2.51,Hindi,21.44,Working Women,04-03-2025
PU-CMP-8927,Influencer,Premium Shoppers,11,Google,37264,3708,1109,362,188964,436.28,0.2,Tamil,13.9,Premium Shoppers,28-01-2025
PU-CMP-8928,SEO,Youth,29,"Instagram, Facebook, Google",71329,10642,2867,918,640764,325.62,1.14,Hindi,20.23,College Students,15-05-2025
PU-CMP-8929,Email,Tier 2 City Customers,8,WhatsApp,22472,1919,1017,768,591360,308.5,1.5,English,16.48,College Students,01-08-2024
PU-CMP-8930,Email,College Students,30,"Google, YouTube",27728,2656,923,524,161392,294.41,0.05,Hindi,14.8,Tier 2 City Customers,03-03-2025
PU-CMP-8931,Social Media,Youth,21,"Facebook, YouTube, WhatsApp",14157,758,252,96,29184,1744.6,-0.83,English,7.81,Youth,03-03-2025
PU-CMP-8932,Social Media,Working Women,25,"Google, Facebook",86044,7420,1989,1363,701945,144.69,2.56,Bengali,12.52,Working Women,09-01-2025
PU-CMP-8933,SEO,Premium Shoppers,21,"Email, Facebook, Google",82649,10151,2446,1549,929400,149.75,3.01,English,17.12,Tier 2 City Customers,23-12-2024
PU-CMP-8934,SEO,Working Women,7,"YouTube, Email",26129,3610,767,551,154280,144.45,0.94,English,18.86,Youth,11-07-2024
PU-CMP-8935,Influencer,Youth,26,"Google, Email, YouTube",30559,2425,1448,910,509600,279.82,1,Bengali,15.65,Premium Shoppers,24-05-2025
PU-CMP-8936,Email,College Students,11,"Google, Email",21744,2438,722,526,298242,179.75,2.15,English,16.95,College Students,14-12-2024
PU-CMP-8937,Email,College Students,13,"Instagram, WhatsApp",95943,2384,818,452,356176,625.65,0.26,Hindi,3.81,Youth,15-08-2024
PU-CMP-8938,Email,Working Women,26,"Google, YouTube, Facebook",36509,3123,687,212,82044,451.67,-0.14,Tamil,11.02,Tier 2 City Customers,16-02-2025
PU-CMP-8939,Social Media,College Students,19,Instagram,33512,3655,1533,1030,391400,62.95,5.04,Hindi,18.55,Working Women,13-05-2025
PU-CMP-8940,Paid Ads,Youth,26,"YouTube, WhatsApp, Facebook",32971,2574,825,464,289072,157.27,2.96,Tamil,11.72,College Students,22-04-2025
PU-CMP-8941,Social Media,Youth,16,Email,70708,9296,2610,1882,470500,129.5,0.93,Tamil,19.5,Premium Shoppers,21-12-2024
PU-CMP-8942,SEO,Tier 2 City Customers,20,"Google, Email",81670,1815,553,377,133458,699.41,-0.49,English,3.36,Youth,14-07-2024
PU-CMP-8943,Social Media,Tier 2 City Customers,30,Instagram,12642,336,150,118,48498,1310.76,-0.69,English,4.78,Youth,29-11-2024
PU-CMP-8944,Email,Working Women,24,Facebook,51901,6956,1437,959,759528,289.65,1.73,English,18.02,Working Women,19-08-2024
PU-CMP-8945,Email,Working Women,20,Google,43140,2959,1220,959,656915,86.66,6.9,Hindi,11.91,Working Women,26-10-2024
PU-CMP-8946,SEO,College Students,19,YouTube,51653,3929,1281,518,373478,424.45,0.7,Bengali,11.09,College Students,26-03-2025
PU-CMP-8947,Influencer,Tier 2 City Customers,14,"Instagram, Facebook, WhatsApp",82419,5983,2539,807,325221,251.46,0.6,Bengali,11.32,Premium Shoppers,25-10-2024
PU-CMP-8948,Influencer,Youth,10,"Instagram, Facebook, WhatsApp",94491,3022,1470,574,394912,332.06,1.07,English,5.36,Youth,26-02-2025
PU-CMP-8949,Influencer,Working Women,5,"Instagram, Email",66580,2512,1021,660,267960,388.47,0.05,English,6.3,Youth,09-06-2025
PU-CMP-8950,Email,Youth,17,Instagram,78723,10962,3489,1972,1557880,72.05,9.97,Bengali,20.86,Tier 2 City Customers,26-09-2024
PU-CMP-8951,Email,College Students,29,Instagram,30753,2171,1029,509,153718,162.67,0.86,English,12.06,College Students,30-09-2024
PU-CMP-8952,Social Media,Youth,12,WhatsApp,55036,2160,856,545,155870,118.58,1.41,Tamil,6.47,Youth,07-04-2025
PU-CMP-8953,Influencer,College Students,15,WhatsApp,69762,3134,685,303,147561,216.09,1.25,English,5.91,Youth,26-01-2025
PU-CMP-8954,Paid Ads,Youth,15,"Instagram, Facebook, Email",62368,7039,3582,1822,1395652,101.62,6.54,Tamil,19.95,Tier 2 City Customers,03-05-2025
PU-CMP-8955,Influencer,Youth,21,"YouTube, WhatsApp",54912,1844,971,320,81280,278.97,-0.09,Tamil,5.71,Youth,25-09-2024
PU-CMP-8956,SEO,Premium Shoppers,12,WhatsApp,20967,1153,406,303,220281,901.9,-0.19,Hindi,8.88,College Students,12-01-2025
PU-CMP-8957,Email,Premium Shoppers,13,"WhatsApp, Google",47747,4331,2576,1502,392022,136.84,0.91,Tamil,17.61,Working Women,28-07-2024
PU-CMP-8958,Social Media,Youth,12,Facebook,55000,1874,904,500,187000,124.81,2,Hindi,5.96,College Students,21-04-2025
PU-CMP-8959,SEO,Working Women,7,Facebook,73688,5758,2286,1049,629400,242.89,1.47,English,12.34,College Students,23-09-2024
PU-CMP-8960,Email,College Students,19,"Email, YouTube",79329,1849,393,244,80032,999.74,-0.67,Hindi,3.13,Tier 2 City Customers,05-05-2025
PU-CMP-8961,Influencer,College Students,27,"Facebook, Instagram, Email",68769,3251,1565,530,246980,440.97,0.06,English,7.77,Youth,03-09-2024
PU-CMP-8962,SEO,Premium Shoppers,6,"Facebook, Instagram",36864,1345,664,225,49725,670.74,-0.67,Tamil,6.06,College Students,13-12-2024
PU-CMP-8963,Paid Ads,Youth,7,YouTube,78927,11082,4690,2946,1116534,72.71,4.21,Tamil,23.72,College Students,01-05-2025
PU-CMP-8964,Social Media,Tier 2 City Customers,14,"Google, Facebook, WhatsApp",17924,1417,478,172,68972,469.54,-0.15,Bengali,11.53,Tier 2 City Customers,26-09-2024
PU-CMP-8965,Influencer,Tier 2 City Customers,16,"Google, Email, Instagram",10072,591,185,65,21255,1007.31,-0.68,Hindi,8.35,Tier 2 City Customers,25-10-2024
PU-CMP-8966,SEO,Youth,30,"YouTube, WhatsApp",27859,2482,861,671,281820,398.46,0.05,English,14.41,Working Women,07-03-2025
PU-CMP-8967,Paid Ads,Tier 2 City Customers,21,YouTube,78952,10351,5489,2678,1590732,82.27,6.22,English,23.45,Tier 2 City Customers,12-11-2024
PU-CMP-8968,Social Media,Premium Shoppers,10,Google,69699,3325,1489,612,323748,326.61,0.62,Hindi,7.78,Working Women,06-12-2024
PU-CMP-8969,Paid Ads,College Students,19,Instagram,86992,3523,2104,1020,300900,121.84,1.42,English,7.64,Youth,31-05-2025
PU-CMP-8970,Email,Youth,9,"Email, YouTube, Instagram",16550,1694,765,582,345126,232.42,1.55,Tamil,18.37,Working Women,27-04-2025
PU-CMP-8971,Social Media,Premium Shoppers,5,"Google, YouTube, Email",93511,3901,1582,1149,494070,120.17,2.58,Bengali,7.09,Youth,01-09-2024
PU-CMP-8972,Email,College Students,22,"Google, Email",76648,3650,1270,555,333555,350.21,0.72,Tamil,7.14,Premium Shoppers,09-07-2024
PU-CMP-8973,Social Media,Premium Shoppers,26,"Instagram, WhatsApp, YouTube",90161,10003,4716,2533,1854156,99.95,6.32,Tamil,19.13,College Students,29-09-2024
PU-CMP-8974,Social Media,Working Women,12,"YouTube, Instagram, WhatsApp",81666,8082,3764,1668,697224,89.33,3.68,Hindi,16.55,Working Women,28-10-2024
PU-CMP-8975,SEO,College Students,27,Facebook,65452,8981,3312,1793,1281995,152.36,3.69,Hindi,21.52,Premium Shoppers,01-12-2024
PU-CMP-8976,Email,College Students,13,"WhatsApp, Google",43524,6005,1400,619,380066,113.18,4.42,Bengali,18.44,Youth,17-09-2024
PU-CMP-8977,SEO,Youth,23,WhatsApp,44132,6404,1549,730,442380,287.93,1.1,Bengali,19.68,Working Women,21-01-2025
PU-CMP-8978,Email,Tier 2 City Customers,18,YouTube,20201,2654,1224,539,247401,349.97,0.31,Bengali,21.87,Working Women,01-09-2024
PU-CMP-8979,Email,College Students,19,"WhatsApp, Instagram",30936,1546,337,133,75677,1175.29,-0.52,Bengali,6.52,Premium Shoppers,28-09-2024
PU-CMP-8980,SEO,Working Women,10,Instagram,44065,4773,2275,1125,705375,52.25,11,Bengali,18.55,Tier 2 City Customers,04-09-2024
PU-CMP-8981,Paid Ads,Youth,13,"YouTube, Google",52247,2586,661,366,209352,335.79,0.7,Bengali,6.92,Youth,14-01-2025
PU-CMP-8982,Social Media,Working Women,27,Email,43652,5499,3046,1567,546883,139.46,1.5,Hindi,23.17,Tier 2 City Customers,22-09-2024
PU-CMP-8983,SEO,Tier 2 City Customers,10,"Google, YouTube, WhatsApp",18166,2455,604,229,65494,426.68,-0.33,Tamil,18.1,Tier 2 City Customers,21-08-2024
PU-CMP-8984,Paid Ads,Youth,17,"YouTube, WhatsApp, Facebook",38124,3408,1927,1342,581086,184.92,1.34,Hindi,17.51,Youth,13-09-2024
PU-CMP-8985,Paid Ads,College Students,19,"WhatsApp, Google",71082,2873,1020,588,420420,346.1,1.07,Tamil,6.3,Tier 2 City Customers,16-11-2024
PU-CMP-8986,Social Media,Tier 2 City Customers,7,"Facebook, WhatsApp",99690,8628,4623,3102,704154,25.31,7.97,Hindi,16.4,Premium Shoppers,14-01-2025
PU-CMP-8987,Social Media,Youth,30,Email,55395,2703,566,300,133500,779.29,-0.43,Bengali,6.44,Youth,28-12-2024
PU-CMP-8988,SEO,Working Women,22,"Instagram, YouTube",90159,4361,2410,1154,378512,142.07,1.31,Bengali,8.79,Youth,07-07-2024
PU-CMP-8989,SEO,Premium Shoppers,14,"Email, YouTube",79382,10504,6240,4650,3668850,12.62,61.54,Tamil,26.95,Tier 2 City Customers,03-09-2024
PU-CMP-8990,Email,Tier 2 City Customers,6,"YouTube, Email, Instagram",11401,276,113,37,23606,4832.46,-0.87,English,3.74,College Students,14-06-2025
PU-CMP-8991,Influencer,Tier 2 City Customers,30,Google,84024,2319,772,514,273962,325.29,0.64,English,4.29,Youth,16-12-2024
PU-CMP-8992,Social Media,Tier 2 City Customers,13,Email,61737,6542,2403,995,329345,212.37,0.56,Hindi,16.1,College Students,15-11-2024
PU-CMP-8993,SEO,College Students,12,Google,45679,3370,1328,406,194068,216.72,1.21,Bengali,11.17,Youth,30-09-2024
PU-CMP-8994,Email,College Students,20,YouTube,83211,4785,1596,1050,539700,180.83,1.84,Hindi,8.93,College Students,05-12-2024
PU-CMP-8995,Paid Ads,Working Women,22,"WhatsApp, Instagram, Email",66834,5228,1683,1041,816144,202.37,2.87,Tamil,11.9,Working Women,22-09-2024
PU-CMP-8996,Social Media,Premium Shoppers,7,"WhatsApp, Email, YouTube",23986,3298,1897,664,351920,304.96,0.74,Tamil,24.43,Working Women,06-08-2024
PU-CMP-8997,Email,Tier 2 City Customers,15,"Instagram, Email, Facebook",37819,5446,2413,1918,586908,56.37,4.43,Hindi,25.85,Youth,14-10-2024
PU-CMP-8998,SEO,College Students,6,WhatsApp,41599,5620,2780,1310,919620,83.41,7.42,Bengali,23.34,Youth,20-05-2025
PU-CMP-8999,SEO,Tier 2 City Customers,28,"Google, Email, YouTube",60444,7604,4130,3255,1773975,70.54,6.73,Hindi,24.8,Premium Shoppers,15-10-2024
PU-CMP-9000,Social Media,Tier 2 City Customers,12,"Instagram, YouTube, Facebook",74465,8320,3376,1342,303292,186.1,0.21,English,17.51,Premium Shoppers,12-02-2025
PU-CMP-9001,Social Media,Working Women,5,"Instagram, WhatsApp",25474,3071,1306,490,192570,526.21,-0.25,Tamil,19.11,Youth,03-11-2024
PU-CMP-9002,Social Media,Working Women,5,Google,93043,12758,5706,2697,892707,64.11,4.16,Hindi,22.74,Working Women,27-03-2025
PU-CMP-9003,Email,College Students,17,"Instagram, YouTube",30549,1252,421,172,110252,533.03,0.2,English,6.04,Working Women,12-02-2025
PU-CMP-9004,Social Media,College Students,15,"YouTube, Google, WhatsApp",17324,2069,1031,541,226679,275.42,0.52,English,21.02,Premium Shoppers,15-12-2024
PU-CMP-9005,Influencer,Premium Shoppers,29,"Instagram, Google, Email",47898,2507,550,280,84280,729.8,-0.59,Bengali,6.97,Youth,23-02-2025
PU-CMP-9006,SEO,Youth,14,Google,13817,1013,484,335,261970,270.03,1.9,Tamil,13.26,Premium Shoppers,14-01-2025
PU-CMP-9007,Paid Ads,Tier 2 City Customers,8,Email,83988,2608,1027,608,169024,377.06,-0.26,Hindi,5.05,Working Women,10-09-2024
PU-CMP-9008,Paid Ads,College Students,12,"Facebook, YouTube",31064,924,413,227,135746,857.48,-0.3,Bengali,5.03,Working Women,16-04-2025
PU-CMP-9009,SEO,Tier 2 City Customers,28,"Google, YouTube, Email",15972,1322,655,240,152160,1160.72,-0.45,Bengali,13.88,Premium Shoppers,23-02-2025
PU-CMP-9010,Paid Ads,Youth,5,WhatsApp,80001,3216,733,531,217179,459.62,-0.11,Hindi,5.6,Premium Shoppers,26-12-2024
PU-CMP-9011,Social Media,Youth,10,"YouTube, Facebook",39758,4493,2255,1643,1284826,95.19,7.21,Hindi,21.11,College Students,20-11-2024
PU-CMP-9012,SEO,College Students,8,"Email, Instagram, Google",61424,9134,2367,939,558705,259.75,1.29,Hindi,20.25,Tier 2 City Customers,27-08-2024
PU-CMP-9013,Influencer,Premium Shoppers,12,"YouTube, Instagram",21976,1823,1025,517,290037,288.23,0.95,Tamil,15.31,College Students,13-05-2025
PU-CMP-9014,Social Media,Working Women,7,Google,94092,12372,3948,2134,892012,83.66,4,Hindi,19.61,College Students,30-12-2024
PU-CMP-9015,Paid Ads,Working Women,25,WhatsApp,56627,4920,1115,866,314358,283.31,0.28,Bengali,12.19,Tier 2 City Customers,25-04-2025
PU-CMP-9016,Social Media,Tier 2 City Customers,22,YouTube,97883,13394,3185,1348,690176,151.58,2.38,Tamil,18.31,College Students,01-02-2025
PU-CMP-9017,Paid Ads,College Students,12,"WhatsApp, YouTube",57898,4074,1273,854,347578,319.29,0.27,Tamil,10.71,Youth,17-05-2025
PU-CMP-9018,Social Media,Tier 2 City Customers,27,WhatsApp,21242,1638,889,401,162405,401.19,0.01,Hindi,13.78,Working Women,05-11-2024
